"BTC","ETH","XRP","DOGE"
0,0,0,0
-0.0262994199139186,-0.0451437559193479,-0.0503809939817826,-0.0285440897677414
0.00628057583710806,0.0100841314875915,0.0136760856040578,0.00852524569093194
-0.00628323029186717,-0.01477832040342,-0.0149248723969821,-0.014161717863947
0.00310804823770638,0.0103603251152977,0.00955174991248647,0.00986483070058641
0.0104391753321078,0.0110761730080338,0.0153987334681233,0.00255181049894215
0.00265057733611762,0.00616414995878056,0.00472055643118759,0.00603849700805381
0.00128574981144958,-0.00670116864130499,0.00847561624047526,-0.000971587490200765
0.0142273208512567,0.0100313705344375,0.0114167504726843,0.0096973017795059
0.0109114856394328,0.0103614816803512,0.0131831642446425,0.00977576717550499
-0.000897818955886365,-0.00306594160999385,-0.00961212375183519,-0.00773935077260202
0.0118183459500436,0.016261795238468,0.0138143274781972,0.00723118194313788
-0.00996912858039956,-0.0163875021153386,-0.00906608424468356,-0.0168895714249746
0.0135273055276013,0.0159386508313153,0.00864371020163815,0.0042249128652887
0.00500672400643332,0.00694694321891465,0.00343275575176722,-0.000851523561934409
-0.00911733063262865,-0.0154102280114268,-0.0076170064527335,-0.00559826541743291
-0.0211134711506862,-0.0141641613385683,-0.00933715450611286,-0.0129501605115252
0.00533993527750454,0.00835044092621473,0.000736655616963075,0.00766012193320154
0.00120282794051541,0.00132231779616276,-0.0128192760102016,-0.00694148700117081
-0.00837048209760205,-0.0112107222917261,-0.0110780592617731,-0.0130543314100282
-0.00860350932671672,-0.0132222907071755,-0.0122643046671616,-0.000421114171776926
0.0135170165290788,0.0207591763131356,0.018522834026109,0.020477601476703
-0.011926922181198,-0.00823970779190297,-0.0115416260690586,-0.0165619246853466
0.000466812735659516,-0.00684751113240623,-0.0048477473872411,0.000466812735659294
-0.0138710406971878,-0.0112840057903112,-0.0138712570375674,-0.00462241985952727
0.00368748372628325,0.000866862840970484,0.00788191664968769,0.000229267023326596
0.00377571050229797,0.00735828220916712,0.00795386642224533,0.00608251660021297
-0.00131655927604513,-0.00479897016895947,-0.00113093108234424,0.00213370291610682
-0.0236836066560127,-0.0219451536694022,-0.0355914669075674,0.00795745096310574
-0.0092869322430964,-0.0308038486714315,-0.0286110684342423,-0.0193485039885311
-0.00154506257402431,-0.00943436296940359,-0.0136505813863819,-0.0358341360526566
0.00136222275240705,0.00549148484707906,0.00656139788189838,0.00484452458828111
-0.0279974734698456,-0.0246793789350059,-0.0354184481658965,-0.00962726686809567
0.00114901809637402,-0.00206072006406721,0.00380408855145109,-0.0149063726569243
-0.00130652450633484,0.000255823994487869,0.00205025472188478,0.00560594541428849
-0.0170154040537085,-0.0259529787072577,-0.028999584912802,-0.0250846121021548
0.0363515269759986,0.0517286082073953,0.0448825207475156,0.0317111474194969
0.00782196766112975,0.00929694680933846,0.0225348235967474,0.0113042694970025
-0.01037983724245,-0.0160424799417811,-0.0112094724498585,-0.0161904288379153
0.0052179258231515,0.0042105490128117,0.0107385208451209,0.0133433332670696
-0.0256376799980682,-0.0345633184014105,-0.0324546577620154,-0.0279524958465198
0.00440768767854749,0.0114545566996904,0.0155515398347581,0.0124862082437482
0.00601270800380505,0.00901862138006138,0.00660742766239561,0.0117433827127911
-0.0122075835537441,-0.0105263291704132,-0.000143898430095019,-0.00650956243910716
-0.0164381862155505,-0.0303115068085242,-0.0348505783263374,-0.00964314308272085
-0.00521730411520238,-0.0242309823593247,-0.00341017065561591,-0.00747719208264108
0.000663993880383629,0.00993371726246028,0.0114132730292814,-0.0164499434918677
0.0177219863784401,0.00996860301174962,0.0230988301681453,0.0177219863784408
0.01572623106102,0.0325608453866941,0.0303146366606158,0.0214634814511641
0.00395827170785523,0.0130214012386203,0.00418453410956397,0.00395827170785501
-0.00125953967985915,-0.00550980890937947,-0.00346255520955441,-0.0104550067729594
0.00427669021896371,0.00656226566193041,0.0023132841182588,0.00312128858840777
-0.0215754508923727,-0.0241022777274553,-0.0310635501812491,-0.0227321890201975
