"BTC","ETH","XRP","DOGE"
0,0,0,0
-0.0601941747572815,0.0395256916996047,0.0149253731343284,0.111111111111111
-0.00619834710743805,-0.0950570342205324,-0.00735294117647056,-0.14375
-0.079002079002079,0.0672268907563025,-0.0962962962962963,-0.153284671532847
0.00677200902934527,-0.216535433070866,-0.0819672131147541,0.0344827586206897
0.105381165919282,0.412060301507538,0.0267857142857142,0.0083333333333333
-0.0466531440162272,-0.120996441281139,-0.0695652173913044,0.0468319559228649
0.142553191489362,0.242914979757085,0.364485981308411,0.0263157894736843
0.0260707635009312,0.114006514657981,-0.191780821917808,-0.151282051282051
-0.0163339382940109,-0.280701754385965,0.296610169491526,0.356495468277946
0.0313653136531364,0.0487804878048781,-0.176470588235294,-0.115812917594655
0.00715563506261185,0.13953488372093,0.174603174603175,5.91687657430731
0.30550621669627,0.0578231292517006,0.175675675675676,0.0127458120903132
0.092517006802721,0.704180064308682,0.0804597701149425,-0.408845738942826
0.207970112079701,0.262264150943396,-0.207446808510638,-0.602798053527981
-0.0896907216494846,-0.0343796711509716,0.087248322147651,-0.176110260336907
0.0656851642129106,-0.0727554179566563,0.0246913580246915,-0.0706319702602231
-0.199787460148778,-0.2220367278798,0.036144578313253,-0.044
-0.189907038512616,-0.128755364806867,-0.13953488372093,-0.0251046025104602
0.00163934426229506,-0.108374384236453,-0.0878378378378378,0.203862660944206
0.0196399345335516,-0.0552486187845304,0.148148148148148,-0.0802139037433155
-0.118780096308186,-0.0380116959064327,-0.103225806451613,0.00387596899224807
-0.10200364298725,-0.234042553191489,-0.201438848920863,-0.21042471042471
0.0588235294117647,0.00396825396825395,0.00900900900900892,-0.00244498777506108
0.159003831417625,0.411067193675889,-0.0535714285714286,0.00245098039215685
-0.142148760330579,-0.0784313725490197,-0.141509433962264,0.0366748166259168
-0.161849710982659,0.0243161094224924,0.131868131868132,-0.120283018867924
0.103448275862069,0.086053412462908,0.145631067961165,0.270777479892761
0.0229166666666667,0.0382513661202186,-0.0338983050847458,0.0759493670886076
0.246435845213849,0.192105263157895,1.15789473684211,-0.313725490196078
0.0751633986928104,-0.0750551876379691,-0.321138211382114,-0.0228571428571429
0.00911854103343468,0.0787589498806682,-0.0538922155688623,0.210526315789474
0.036144578313253,0.103982300884956,-0.310126582278481,0.0193236714975846
0.268895348837209,0.0881763527054109,0.128440366972477,-0.26303317535545
-0.194730813287514,-0.289134438305709,-0.073170731707317,0.302250803858521
0.0782361308677098,-0.0103626943005182,0.298245614035088,0.407407407407407
0.113456464379947,0.198952879581152,0.189189189189189,-0.0912280701754385
-0.0556872037914692,-0.0393013100436681,-0.107954545454545,-0.0637065637065637
0.00376411543287336,-0.0295454545454545,-0.0254777070063694,0.150515463917526
-0.0337499999999999,0.0585480093676816,-0.169934640522876,-0.136200716845878
0.0827943078913325,0.00663716814159288,0.322834645669291,-0.141078838174274
0.101553166069295,-0.241758241758242,0.0357142857142858,0.0314009661835748
-0.163774403470716,0.0550724637681159,-0.155172413793103,-0.0679156908665105
-0.140077821011673,0.0109890109890109,-0.163265306122449,-0.0577889447236181
0.105580693815988,-0.0298913043478261,0.260162601626016,0.114666666666667
-0.0995907230559345,-0.156862745098039,-0.0774193548387097,0.129186602870813
-0.05,-0.0830564784053156,0.013986013986014,0
0.180223285486443,-0.0181159420289855,-0.131034482758621,0.0381355932203389
-0.278378378378378,-0.121771217712177,-0.253968253968254,-0.33469387755102
-0.189138576779026,0.0840336134453781,0.382978723404255,-0.0398773006134969
-0.0854503464203233,-0.166666666666667,-0.407692307692308,0.0734824281150159
0.00505050505050497,-0.0558139534883721,0.051948051948052,0.0178571428571428
0.148241206030151,0.911330049261084,0.197530864197531,0.0701754385964912
0.153172866520788,-0.170103092783505,-0.0412371134020618,0.112021857923497
-0.144212523719165,-0.0124223602484472,-0.182795698924731,-0.292383292383292
0.237250554323725,-0.050314465408805,0.842105263157895,0.347222222222222
-0.021505376344086,-0.0761589403973509,-0.228571428571429,-0.162371134020619
0.133699633699634,0.132616487455197,-0.268518518518518,-0.0338461538461539
0.00484652665589658,-0.0126582278481012,0.177215189873418,-0.0445859872611465
0.0787781350482315,-0.00961538461538458,0.086021505376344,0.123333333333333
0.0372578241430701,-0.0161812297734628,0.297029702970297,0.112759643916914
0.0560344827586208,-0.0197368421052632,0.0763358778625953,0.224
0.102040816326531,0.0469798657718121,-0.0425531914893617,0.130718954248366
-0.0135802469135803,0.0641025641025641,0.192592592592593,0.169556840077071
-0.0588235294117647,-0.0783132530120482,-0.242236024844721,-0.00988467874794074
0.103723404255319,0.173202614379085,0.0819672131147542,-0.173044925124792
0.126506024096386,-0.259052924791086,0.0909090909090908,0.00804828973843064
-0.157219251336898,0.0676691729323309,-0.145833333333333,-0.0518962075848304
-0.24238578680203,-0.0176056338028169,0.032520325203252,-0.0378947368421053
-0.0552763819095478,-0.010752688172043,-0.0236220472440944,-0.170678336980306
-0.138297872340426,-0.289855072463768,-0.217741935483871,-0.0369393139841688
-0.0802469135802469,0.0510204081632653,0.195876288659794,0.115068493150685
0.187919463087248,0.0679611650485437,-0.370689655172414,0.0171990171990173
-0.032015065913371,-0.109090909090909,0.191780821917808,-0.135265700483092
-0.155642023346304,-0.00510204081632648,0.206896551724138,-0.0642458100558659
0.140552995391705,0.0666666666666667,-0.295238095238095,-0.0805970149253732
-0.105050505050505,-0.0961538461538461,0.0945945945945945,0.0227272727272727
0.200902934537246,0.367021276595745,0.765432098765432,-0.0920634920634921
0.00187969924812026,0.0622568093385214,-0.293706293706294,0
0.24390243902439,0.230769230769231,0.633663366336634,0.244755244755245
-0.14630467571644,-0.193452380952381,-0.4,-0.165730337078652
-0.0300353356890459,-0.118081180811808,0.0303030303030303,0.0774410774410774
0.508196721311475,-0.0376569037656904,-0.0294117647058824,0.125
-0.033816425120773,0.365217391304348,0.363636363636364,-0.169444444444444
0.13625,-0.168789808917197,-0.0148148148148148,0.42809364548495
-0.182618261826183,0.126436781609195,0.0300751879699248,-0.0866510538641686
0.0471063257065949,0.149659863945578,0.708029197080292,0.397435897435897
-0.141388174807198,-0.0739644970414202,-0.337606837606838,-0.0935779816513761
0.211077844311377,0.0638977635782747,0.212903225806452,0.208502024291498
-0.0247218788627935,-0.0180180180180181,-0.0372340425531915,-0.0737018425460636
-0.0595690747782003,0.116207951070336,-0.0718232044198895,-0.139240506329114
-0.254716981132076,-0.361643835616438,-0.125,0.0231092436974789
-0.0524412296564195,-0.0214592274678111,0.0952380952380953,-0.0841889117043121
-0.0248091603053435,0.171052631578947,-0.0745341614906833,-0.0246636771300448
-0.0352250489236791,0.0374531835205993,0.0268456375838926,-0.119540229885058
-0.127789046653144,-0.299638989169675,-0.379084967320261,-0.02088772845953
0.0813953488372092,-0.0257731958762887,0.4,-0.216
-0.0860215053763441,-0.0529100529100529,-0.172932330827068,0.112244897959184
0.0752941176470587,-0.0223463687150838,-0.0454545454545454,0.0214067278287462
0.118161925601751,0.0914285714285714,-0.276190476190476,0.00598802395209574
-0.123287671232877,0.272251308900524,0.0526315789473684,-0.0297619047619048
0.104910714285714,0.176954732510288,-0.0625,-0.0552147239263804
0.117171717171717,-0.0384615384615384,1.34666666666667,0.155844155844156
0.197106690777577,0.352727272727273,0.846590909090909,-0.0842696629213483
-0.0256797583081571,-0.0564516129032258,-0.378461538461539,-0.125766871165644
0.0418604651162791,-0.0227920227920227,-0.113861386138614,0.164912280701754
-0.00148809523809523,-0.157434402332362,-0.005586592178771,0
-0.631892697466468,0.245674740484429,0.292134831460674,0.105421686746988
