"date","Daily.sent","Daily.vol","Daily.sent.diff","Daily.vol.diff"
2021-05-24,0.211680445289846,8561,0,0
2021-05-25,0.333402701220066,11331,0.57502834408511,0.323560331736947
2021-05-26,0.281844235902348,8156,-0.154643214134267,-0.28020474803636
2021-05-27,0.318207730406951,8347,0.129019826813852,0.023418342324669
2021-05-28,0.364690824754448,9417,0.146077828744294,0.128189768779202
2021-05-29,0.304216736610409,6878,-0.16582289446069,-0.269618774556653
2021-05-30,0.281156149258768,6357,-0.0758031514261287,-0.0757487641756325
