"date","Daily.sent","Daily.vol","Daily.sent.diff","Daily.vol.diff"
2021-05-27,0.310300325744254,16559,0,0
2021-05-28,0.257318692190075,10513,-0.170743080681927,-0.365118666586147
2021-05-29,0.21975119863534,9684,-0.145995975787817,-0.0788547512603444
2021-05-30,0.249477474518306,9542,0.135272417477434,-0.0146633622470054
